asin,sentence,helpful,main_image_url,product_title
B00LOY6G1I,It was a good lesson for my 7 year old to not believe everything that is advertised about a product.,1.4,http://ecx.images-amazon.com/images/I/81TkoSkhO-L.jpg,"Juggle Bubbles Activity Kit, Bubble Maker, Bubble Game, SEEN ON TV"
0062065254,"\"I haven't been so \"\"not into\"\" a book in a long time.\"",1.2,http://ecx.images-amazon.com/images/I/51T9UKYpQDL.jpg,The Round House: A Novel
0375703764,I think I’ll be able to get into it,0.5,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B002ZG99CC,It's a great film about what living in China is really like.,1.5,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B00092KD9C,"Trust me; after a few hours of carrying even a lighter set up around with this strap on instead of the one that came with your camera, your body will thank you.",1.4,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
B00000J0JF,Great game for kids and parents.,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B001K5UQX0,With $1000 wide angle lenses you get what you pay for...,1.2,http://ecx.images-amazon.com/images/I/51I+oONHYKL.jpg,"Opteka 0.20X Professional Super AF Fisheye Lens for Nikon D4s, D4, D3x, Df, D810, D800, D750, D610, D600, D7200, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200 and D3100 Digital SLR Cameras"
B000002KB8,"\"A quiet thunderstorm starts the thing, and then \"\"duuuuuuuuuun DUUUUUUUUUUUUUUUN\"",0.9,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B002JSM3KQ,"There are newer rules I don't remember like mortgages, but you can still play the old school rules if you want.",1.0,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B008MPKAPK,The KA321 does the trick.,1.0,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B008CQVSXC,"beatsIt came without original box, just a bag.it isn't tangle-free cables.",1.1,http://ecx.images-amazon.com/images/I/71rAqOHdXEL.jpg,urBeats In-Ear Headphone - White
B0002MQGR2,so i thought this would be a fix..,0.3,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00004RD54,Although not to everyone's taste ... listen to it before you buy if you do not know it.,0.9,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B002ZG99CC,"I also liked the fact that this version was very similar to the old version, and it didnt just get a complete make over, like a lot of the remakes get these days...",1.6,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B0017O3UHI,"I recently stopped by a electronic store recently, they had a indoor/outdoor version of it with 50+ miles range.",1.1,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
0375703764,(e.g. David Foster Wallace),0.7,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0011000R6,"I realized quickly after trying to install it on my D50 that it isn't designed to go all the way in, presumably to avoid damaging the contacts on the shoe.",1.1,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B00000JZC7,"However, I do miss the funk and bass from previous  endeavors.",1.1,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
B00LOY6G1I,Thanks for disappointing my kids!!!!!!!,1.3,http://ecx.images-amazon.com/images/I/81TkoSkhO-L.jpg,"Juggle Bubbles Activity Kit, Bubble Maker, Bubble Game, SEEN ON TV"
B003T90WY8,They did stay while I was walking,0.9,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B00000FCBH,"\"All musical genres evolve in many different directions, some of which are less musically interesting than the \"\"original.\"\"\"",1.0,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B0002MQGR2,It didn't work as I expected.,0.8,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B003G9ZQQA,The top piece of the lid doesn’t stay on and makes it hard to close and the side is cracked.,1.73,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B008MPKAPK,"And, the wheel runs hard…",0.8,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B00007JZVB,"Just be sure not to get too set in your ways - Veen and Neena's technique is excellent, but without a teacher to correct you, you might pick up some bad habits that you'll have to work hard to unlearn.",1.5,http://ecx.images-amazon.com/images/I/512RAZNR06L.jpg,Discover Bellydance
B000002KB8,"And this, my friends, is how heavy metal was cast upon the world.",0.9,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00NAPJ8DM,For the first time my son built something huge and I heard him upstairs crying because after he built this huge ship it fell apart and he can't keep it together.,1.3,http://ecx.images-amazon.com/images/I/51iuUDn1osL.jpg,Building Bricks - 1000 pc Bulk Blocks w 54 Roof Pieces and Better Variety - Tight Fit with All Brands
B00081NX5U,Very happy with purchase the sould better,1.2,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00000F1D3,"I don't even want to call this pop-dance, it's just way off the beat.",0.8,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00000J0JF,Anyone can play as long as you're not a hundred years old credit age limit.,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0018QROM2,This speaker looks very nice and is a good weight with solid cabinet construction.,1.6,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00062RV18,I wish each planet moved independently but other than that it works great and is exactly what I wanted for my young son.,1.4,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B00AR1G3FS,Great performance and flawless Blu-ray production.,1.9,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
B0015450T6,so it is a little misleading and disappointing.,1.0,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
0375703764,This book will be haunting you long after you're done reading it..,1.2,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B003HC9JIW,I feel that I am helping my heart heal by doing this walk.,1.2,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B006KD37TC,"Easy to operate, provided you have WiFi, but a doddle to set up.",1.8,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
0671700758,This book is a must read to everyone.,1.2,http://ecx.images-amazon.com/images/I/411zKO0BCRL.jpg,"Psycho-Cybernetics, A New Way to Get More Living Out of Life"
B00HWWDV5A,The best cd I ever bought.,1.8,http://ecx.images-amazon.com/images/I/71Zv11kUTjL.jpg,Symphonica
0671015206,Their findings completely break the typical stereotype and are fully backed up by their statistics.,1.5,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00C30FCUI,These headphones were brilliant for all of this!+,1.8,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B008FSCNTK,It's music from the speakeay era as is the album cover.,1.0,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B00BLG5CSC,"Poor Quality, do not buy if using weekly at the gym.",1.6,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
0375703764,"But let's be honest: this is the kind of purple prose one expects to find in a dimestore romance novel, or a second-rate horror story.",1.3,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00000FCBH,This was the worst shipping i have ever seen.,1.2,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00000F1D3,think she keeps herself looking very young at such an age.i am gonna buy the cd next,0.7,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00002E220,That's the question that LAST OF THE DOGMEN poses.,0.6,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B004UKNJCM,A game usually takes around 15 minutes to finish.,0.8,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
0761165975,I absolutely love this book.,1.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B003RHZ66Q,"None of the characters in this movie remotely resemble, in any way, people of this planet.",1.09,http://ecx.images-amazon.com/images/I/51VSSaW5VAL.jpg,Barbie: A Fashion Fairytale
B00C30FCUI,The headphones are amazing.,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
0671015206,"I do believe, as the book shows,  that the average joe can do well by saving and investing.",1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
014312417X,(to some this might look like it seems they were guided in a way by circumstance and/or by the force of their inspiration) and,0.3,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
B000P0J09C,This arrived in time for a gift.,0.8,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B002NKM4C2,Looks good with our new Yamaha receiver.,0.9,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B001196MG0,"I leave the paper on the roll, I use a simple 3/4 'black iron' piece of pipe, and I set the pipe on two bicycle hooks hanging from the ceiling.",0.8,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
B00C30FCUI,And I am living in Europe now,0.5,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00B0DWB62,"\"\"\" I called Toys Rus & am now going to return this in person.\"",0.6,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00081NX5U,"I wanted to try these in replacement of my main speakers for movie watching, because my main speakers are tied to a tube amplifier, and since I have another amp I could use which is a solid state amp, I tied the solid state amp to these speakers, and",1.0,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
0761165975,The Brides Essential Book of Lists is a way better deal,1.3,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B00081NX5U,The holes on the back to wire to the amp are only wide enough for 14 gauge.,1.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0018QROM2,"however they are very crisp,and clear great speaker.",1.7,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
0470474874,was able to complete tasks on spread shet,0.7,http://ecx.images-amazon.com/images/I/51p1iitErRL.jpg,Excel 2010 Bible
B001NESPHC,Melodys voice is so smooth and so beautiful.,1.4,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B000002KB8,"This was also the Reagan decade, complete w/ religious insanity in the form of a vast TV preacher invasion!",1.2,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00L5LDWP8,"It's a little smaller than I thought, but otherwise is fine.",1.4,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B000002KB8,"Overall, the music is very simple on this album and the mood is dark.",1.7,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B003HC9JIW,I have my laptop hooked up to a projector,0.2,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B003HC9JIW,Every muscle in my body hurt for 2 months --,0.7,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B00DPKQ60A,"this actress could be the next Mariah carey, her vocals are strong",1.4,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
076362344X,I read this book every single year in my first grade classroom.,1.4,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
B00004UFOO,"The turquoise one smells like DKNY perfume, so I am finding that many of my pictures have a strong turquoise presence!",1.4,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
B000NP46K2,"Then on 3rd event I purchased again new large size camera flash gun, manufactured by Canon, although it improved both the quality and sharpness, but still if I was comparing with fixed focus sharp lenses, which are much cheaper than this lens, sharpness was not convincing.",2.0,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B00005LEOH,I have used this on a D7000 and on a D750.,1.0,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
0375703764,I even plowed about 3/4 of the way through and decided life is too short to read something I'm just not enjoying.,1.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0671015206,One could  argue that following the advice in this book will make the reader a  millionaire.,1.2,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
0783225482,"\"\"\"Death Becomes Her\"\" on VHS",and would buy a widescreen DVD version in a heartbeat (got your stethoscope,"Sidney Pollack?).\"",0.8
B004OS8J98,"My son luckily recieved another imaginext batman toy for christmas, and this Batman did fit.",0.6,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B00000JZC7,", her lips part to emit tonal radiance, warmth, longing,  contemplation, ressurection, hope and lyrical simplicity wedged with  emotional brilliance!!",1.1,http://ecx.images-amazon.com/images/I/715b4h8ZKJL.jpg,Bitter
014312417X,"For while the earlier book was about how to gain and hold control of other people, this one is about how to find, develop, and fully realize one’s own Life’s Task.",1.2,http://ecx.images-amazon.com/images/I/71LRdEUOmNL.jpg,Mastery
0375703764,His book is a mirror in which you will find yourself just as Dorian Gray found himself in his picture.,1.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00B0DWB62,Great quality and great outdoor toy for him to enjoy!,1.7,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00092KD9C,"\"You get \"\"goosh\"\" from the neoprene","and just the right amount of \"\"give\"\" from the elastic.\"",0.9,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg
B000ONDRFS,"All in all, for about a hundred and ten bucks, I'm VERY happy with my purchase.",1.4,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
B003G9ZQQA,Good quality set in nice wooden box,1.7,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B00B0DWB62,Thanks for making me not have it for a birthday!,0.7,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
0399157867,and I sincerely enjoyed this book.,1.2,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B003HC9JIW,Very encouraging instructor.,1.5,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B00000J0JF,A game to enjoy with friends and family,1.5,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000F1D3,no. 1's on the dancechart and won a grammy for best dance cd.,1.0,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B003G9ZQQA,The game itself is great fun,1.5,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B00004RD54,"yes, lou did diss it in later times, but the hunter/wagner/prakash john band was simply stunning.",1.0,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B003HC9JIW,The weather doesn't keep me from exercising.,0.6,http://ecx.images-amazon.com/images/I/51u7P1dbtxL.jpg,Start! Walking At Home with Leslie Sansone:  Beginner/Intermediate - 1 & 2 Mile Walk
B0007U00XK,And virtually un-correctable.,1.0,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
B0093IZSGG,I hated the way they both sounded with the built-in speakers,1.5,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
B003IHUHGE,Reviewed at lightning deal price of £145.,0.9,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B00004UFOO,Would buy again and again.,1.5,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
0375703764,This has been one of the most difficult reads I've encountered in my twenty-some years as an avid reader.,1.6,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00B0DWB62,Like all Little Tikes stuff it is durable and appears sturdy.,1.4,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B000002KHF,Van Morrison / Moondance: This is a masterpiece.,1.7,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B0011000R6,so I thought I would give the Gary Fong Puffer Pop Up Flash Diffuser,0.6,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B000002KB8,"\"If this environment should invoke images of \"\"incense and peppermints\"\" or make you want to write cutely whispered Simon & Garfunkle songs","then I guess Iommi and the boys just weren't pretentious enough.\"",1.0,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg
B00NF4POZO,"\"It only takes listening to the The Cure and Paul McCartney's son stumbling through \"\"Hello","Goodbye\"\" to realize that who ever over saw this project had no restraint and no idea of what song to give assign to whom.\"",1.2,http://ecx.images-amazon.com/images/I/71a1Us9K7NL.jpg
B000AO3L84,430EX adds a deeper color and warmth to pictures inconditions where light is lacking...,1.9,http://ecx.images-amazon.com/images/I/41XAEKR9D1L.jpg,Canon 430EX Speedlite Flash for Canon EOS SLR Cameras - Older Version
B00AR1G3FS,the voices have not changed.,0.7,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
0399157867,No cell phones and few computers.,0.4,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
B002ZG99CC,", Mr. Han played by Jackie Chan.",0.7,http://ecx.images-amazon.com/images/I/91z8IaTWVJL.jpg,The Karate Kid
B004UKNJCM,Our 4 year old loves the ghost figure moving around more than anything - and if we want her to focus more on the clue seeking we switch out her figure for a disney princess figure,1.1,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
B00000FCBH,"Although I love 2Pac, this CD misses many great tracks (ie, All Eyez On Me).",1.5,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00004RD54,"The bass is pretty heavy as well, though percussion is muddied.",1.6,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
0671015206,"\"The \"\"ME\"\" generation would be much better prepared for retirement if we simply absorbed a fraction of the ideas put forth in this  book.\"",1.4,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00B0DWB62,It was horrible to install.,0.7,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
0375703764,"While initially it can be a bit of a struggle navigating  between what is in essence two narratives, eventually this becomes one of  the most intriguing features of the novel.",1.3,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B006SUWZH2,NICE SOUND AND SMALL AND GOOD LOOKING....,1.4,http://ecx.images-amazon.com/images/I/61A2WQOLUaL.jpg,Memorex Portable CD Boombox with AM FM Radio
0451232852,Each Characters path was predictible and the story was almost written for adolescent romance.,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00C30FCUI,"I did receive this product at a discounted rate in exchange for my honest, unbiased review.",1.1,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B004OS8J98,I would have brushed this off as a one off,0.4,http://ecx.images-amazon.com/images/I/81R0TRuy0qL.jpg,Fisher-Price Imaginext DC Super Friends Batcave
B00000J0JF,"Oh, what a right decision!",1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00BLG5CSC,Update - replacement sent after the above review.,1.1,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B006KD37TC,"Anyways,  getting a prompt replacement.",1.0,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
0671015206,This book deserves a 5+ stars.,1.3,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00007E7K9,I do agree with another reviewer...,0.6,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00C30FCUI,but it turns on and off randomly.,1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0017O3UHI,"We tried multiple directional and aesthetic antennas in our top-level apartment in Grand Forks, ND, but nothing worked nearly as well as this antenna.",1.4,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B000002IAO,that stand in sharp contrast to the powerful title song.,0.9,http://ecx.images-amazon.com/images/I/91erUc5swfL.jpg,In-A-Gadda-Da-Vida
B004UKNJCM,"\"The counting down of the clock and constant \"\"hurry up\"\" from the automated box can be annoying\"",1.1,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
B00000J0JF,"One you put the extra tile on the board, essentially pushing another tile off the board that they next player will use.",1.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000002KB8,"But, it's hard to imagine any mortal men having so much impact on music and society in general.",0.9,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B0000658L4,Great products that can be handed down too several generations,1.8,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B003G9ZQQA,We selected the best of the bunch but still have around 15 or so dominoes that have distinguishing marks on them making domino selection,1.2,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B001K5UQX0,Its so much you can do with it.,1.5,http://ecx.images-amazon.com/images/I/51I+oONHYKL.jpg,"Opteka 0.20X Professional Super AF Fisheye Lens for Nikon D4s, D4, D3x, Df, D810, D800, D750, D610, D600, D7200, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200 and D3100 Digital SLR Cameras"
1402241372,Her father would joke that what they needed was an Octavius or a Horatio.,1.0,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00023GGHQ,she mentioned the song the other day and couldn't get it out of her head.,0.9,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B000002KHF,"\"\"\"Into the Mystic\"\" is just beautiful","beautiful stuff.\"",1.6,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg
B0006ZOV5E,I highly reccomend this CD to anyone.,1.7,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
0783225482,"With dazzling leading performances by Meryl Streep and Goldie Hawn,impressive special effects and",1.2,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00C30FCUI,I have been able to find a comfortable listen stage via the equalizer.,1.3,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B003G9ZQQA,The set I bought at Wally World for 1/3 the price has the same defects and I expected more.,1.0,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B00092KD9C,", I looked at reviews for this strap.",0.3,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
B00000J0JF,Takes a little time to learn,1.1,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0451232852,"The narration was spot on, with an impressive array of European accents.",1.7,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00004RD54,Leave them off when you transfer the CD to your iPod.,0.4,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B000BN8Y2W,the details are outstanding.,1.5,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
B00000F1D3,"The title track was THE pop song of 1998, putting artists like Brandy, Monica, Lauryn Hill and Britney Spears in 2nd place. \"\"",1.3,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B0000DZTIW,"Zimmer goes through various emotions in this composition ranging from quiet, melancholic to loud and war-like sentiments.",1.2,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B00C30FCUI,"BUT if they trigger Siri or my music to stop and go and stop and go and play and fast forward and skip at complete random without me even touching my phone, I might lose it.",1.4,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000J0JF,Outstanding game for kids and adults alike.,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0042FDCMM,Two great things happened for me this past year.,0.3,http://ecx.images-amazon.com/images/I/41Czp+U5ZLL.jpg,Jane Fonda: Prime Time – Walkout
B00BPEJX12,"and they took it out of my visa, which put me in the whole.",0.0,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
0470474874,I ended up signing up for a class at our local community college after all.,0.4,http://ecx.images-amazon.com/images/I/51p1iitErRL.jpg,Excel 2010 Bible
0790731886,"Dudley Moore too funny, Sir John Gielgud can play any part given to him, the perfect Hobson!",1.3,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
